48.889182_2.377348,KLghZGkeVTwHdKNTUWMxxw
48.842575_2.335061,xqec6DGgyE5TZs7fL3KPjA
48.846366_2.387714,BLhIzWjGSl8YILM1p21HXQ
48.843648_2.286739,253p06hXtFPhFCCMeVPA7A
48.864709_2.291285,xNPzB08CaO3OKlAm_9jICA
48.872839_2.328717,Q-pZmh2lVxRdkLrgV-yuww
48.883743_2.327930,RfZynDYIErwUwn0fnipIGg
48.839472_2.336713,XNq6EmUKXj8Pczi03gOTzA
48.885636_2.376970,-AKCsdM1Qlh-kLWHaGJ_iQ
48.843279_2.283149,Rirxq1P3uY-qi727uXf6kA
48.892345_2.372697,AUaitBWhoOKs2LCzyuCQXw
48.871054_2.283504,aDdqBWaPJ3z7RBkIqphc4g
48.884643_2.321404,-nzO7xLwjNdJpJY1shvmbg
48.870695_2.313333,fabeoe_Dt37tnB1JQ-v2HA
48.850326_2.373486,akt0BlXtI-bLMQTCl2ta-w
48.829746_2.314928,CoVh3jyIkLtfhc7B8U7VPw
48.847456_2.410054,EZd1S0KUFjVQC6fgsFd0zg
48.827125_2.307620,rZYPS5NWuw96K8bU5LT_rg
48.881173_2.334498,VJz5VrFoPf1xgY_8Kpwgvg
48.853983_2.279811,kCr6m9SPrGZQCeXq7k-FBA
48.854016_2.389177,0dDqzbD0mVfWCEuaF8LZsg
48.861433_2.386546,4yYf-YgcMuI2a2r2jJhaxA
48.824178_2.352742,n-zaYHhNNdZuKoceqtO--g
48.865384_2.373957,soOazD0e4w4wtt_a6Xj6WA
48.845119_2.297619,ErLdPHCv_CLiAtmbX0ERGQ
48.840852_2.402185,RXuvIsfiEKGS795MuLDTzg
48.826605_2.340744,0lR7MQZooGb0iWH9yGyFag
48.888734_2.378254,Y4RPLW6cBes1ltNDdHu1eQ
48.894281_2.333015,qTmHobRFYUDxWDHtNtUcGg
48.856323_2.370958,-7ajS0bZn_pzuKoXRNjvmA
48.846667_2.378639,L90Pvx3G5h4-QLhSRgTNCA
48.839688_2.400253,3-aD1LqUGkl_HU2pqKdJhQ
48.847055_2.360650,86Oc49L7PPjZcJ9KWWNWxw
48.850707_2.339390,jBffWZkfU9NSuWM6ND4U7Q
48.900035_2.319363,ozfgymy7ubRlkeLe9Mnzfw
48.882389_2.294983,snfcAfx2ZfMAa-TSCmJDfw
48.850997_2.274849,9WeWiZvq_D1km-PdVcBMlg
48.852728_2.356181,F3nD5gv4bSi6E8Z_KA_Z5g
48.843053_2.316708,YbeU049oA-CSd8AHPSeZnA
48.899185_2.358867,glkvjl_zrrWdp6ZvG-f0Kw
48.862265_2.352701,MmYo0H_15F2KwQReROyviw
48.888388_2.381511,vZf1E64hXcbkPEaZ20wfWA
48.856357_2.286189,02lD4ecvWNW3ToWRrBtxRw
48.886318_2.335392,Kt0GZ-JzrCOHnMf3HAwzDg
48.834944_2.310570,7vLPG7P0pFQdkbbbUdedOg
48.862537_2.386084,mEAlhg3XVS6q54U2WnFdyw
48.897018_2.340568,cWKUK2_uGaiIg2poGf-qvQ
48.852870_2.355740,fu8FXpv8BFig75D_ehHzBw
48.838607_2.404958,SBfMyE_UB7L-028Q7mfpAQ
48.863816_2.379644,momogNHZp75DkvNljHYwtg
48.824032_2.376442,mJEuaOt4dkmtXvCU8WSZyQ
48.844691_2.410324,gxKP5pwSXOxLwe7nTzM04w
48.864661_2.410792,Cug4VOOEkJMMV_a7598SVw
48.834073_2.321765,TV8StkGp7I18rahDkzrxgg
48.874885_2.335232,ry1I_eWmrD_dio5061aQPw
48.835356_2.401756,s3xnUdxNjB_daUWrFDlLbg
48.867259_2.279654,C-X5t7IOryRNGJpaY0OrPw
48.884246_2.350786,-eorFmFO3lXcNKzWahYXIA
48.886404_2.382163,8KrMya7FR-OXHiX3Z94wdA
48.852023_2.300808,mgG_uPqxpumRLHpxnSpFZQ
48.822403_2.329559,8z5jD9hFSzVrfkAkerz3tg
48.855139_2.343250,ujYqyYxSK5sLuYf5iwnXQg
48.830683_2.312655,Wbi2uUlDSo1befHeMKrqbg
48.821001_2.351050,u2w0RnV7zmSEsTBdNtsxpw
48.858581_2.282900,jSQMMSIzAyvnz1UYh6G24g
48.863334_2.402038,HwwyWgP9W44W7kqNOeS4xA
48.862163_2.272169,QJ-thqsSxou6woMi-hQLDA
48.871205_2.344952,1ZeqWTn-Hl6EQWcUB08k7A
48.861688_2.297945,die53HyW5S78wGlhz5hYZQ
48.842092_2.298203,dsAMIez-8BmYZqmUlE1iEQ
48.852722_2.386625,ETXHZnZNuucVFQFmUIeSLg
48.877373_2.389327,xmMyprUq_KmOFnWrTLMNCA
48.846407_2.272702,Cv6LJfn5hrV2R4V5_wW86A
48.857909_2.322055,UYlYOpzEcBkOx6Yi6okVlA
48.890195_2.397843,1WQhCleIs2XDcgVXGn96uw
48.848007_2.400857,fVoQGiN-gRlDxsHAVAGV5g
48.819011_2.359499,_KT7F5Si8nyYJR_038HkJw
48.890368_2.322512,zQbniIjpPlWNqWZDUmotow
48.829115_2.315989,O6dHYgvUxmXC7VRgO0aoQw
48.858522_2.378182,To6BNW2BWnEewK_2RgoZIQ
48.863726_2.334430,cTeObkT3tNR6VxpP_4yF-g
48.875410_2.318396,2bScj9iAMI9RahvCp6S0LA
48.875634_2.407397,gHzxb8wNOONNmYobOc-wJQ
48.843526_2.347598,S9TJkrebieex2PBh5VFr6A
48.886719_2.385199,l_jepm5zKk03FFEWiinPCQ
48.860029_2.297026,DJsBv_aqBaoOHwNWyK99-Q
48.822785_2.346775,Se9QsWJGD1uRe1hRLijYsA
48.861667_2.279782,gpRnH88tMUqlusMhuXIUaw
48.857880_2.388267,aCRuX3vzS16u7MUbvwgFUA
48.836726_2.268071,I2Zw-8wNnxENdj8XEGLKvQ
48.860738_2.295913,wAGjN1pTyDkpjrFeTjXJbQ
48.848169_2.310500,VAyQezgcFZtwflXxQHafrw
48.875199_2.326669,AfiC4oqByp40giZdyG2PKw
48.844122_2.263481,ByHiYFBHLSg1wgE8X1ulOw
48.889419_2.337846,v0ZUEVDLdlNjaC5L8MbkXA
48.851597_2.376309,htfS1izu_z5bu30Llpya9g
48.831482_2.319463,Z-uCfrsADLMWYw8PCDverw
48.885938_2.314362,I7uuRAZR4_NWdAM6QlzqgA
48.899064_2.336325,zxDTIgwor03noT7fvXNfOg
